,,PDemand,QDemand
2021,2215,6.45,12.51
2021,2216,6.36,12.52
2021,2217,6.39,12.98
2021,2218,6.38,13.17
2021,2219,6.55,12.98
2021,2220,6.53,13.15
2021,2221,6.62,13.4
2021,2222,6.69,13.43
2021,2223,6.68,13.63
2021,2224,6.69,13.38
2021,2225,6.68,13.44
2021,2226,6.61,13.65
2021,2227,6.61,13.69
2021,2228,6.63,13.3
2021,2229,6.59,13.23
2021,2230,6.48,13.27
2021,2231,6.42,12.83
2021,2232,6.46,13.08
2021,2233,6.48,13.11
2021,2234,6.44,13.24
2021,2235,6.4,12.86
2021,2236,6.48,13.37
2021,2237,6.43,13
2021,2238,6.41,12.52
2021,2239,6.42,11.91
2021,2240,6.37,12.71
2021,2241,6.37,13.52
2021,2242,6.47,13.46
2021,2243,6.52,13.45
2021,2244,6.55,13.32
2021,2245,6.51,13.33
2021,2246,6.47,14.08
2021,2247,6.42,14.17
2021,2248,6.49,13.45
2021,2249,6.57,13.87
2021,2250,6.53,13.76
2021,2251,6.55,13.56
2021,2252,6.5,12.66
2021,2253,6.57,12.66
2021,2254,6.41,12.52
2021,2255,6.42,11.77
2021,2256,6.36,10.95
2021,2257,6.53,11.31
2021,2258,6.42,11.26
2021,2259,6.48,12.02
2021,2260,6.44,12.17
2021,2261,6.42,12.64
2021,2262,6.43,12.33
2021,2263,6.49,11.43
2021,2264,6.53,12.28
2021,2265,6.55,12.75
2021,2266,6.59,13.23
2021,2267,6.58,12.66
2021,2268,6.58,13.21
2021,2269,6.61,13.3
2021,2270,6.57,13.63
2021,2271,6.58,13.83
2021,2272,6.59,13.68
2021,2273,6.54,13.87
2021,2274,6.58,13.51
2021,2275,6.56,12.77
2021,2276,6.61,14.39
2021,2277,6.61,14.01
2021,2278,6.46,13.94
2021,2279,6.45,13.96
2021,2280,6.49,14.05
2021,2281,6.51,13.92
2021,2282,6.55,13.79
2021,2283,6.56,13.16
2021,2284,6.54,13
2021,2285,6.69,13.1
2021,2286,6.61,12.61
2021,2287,6.68,12.24
2021,2288,6.69,13.26
2021,2289,6.64,13.68
2021,2290,6.67,13.47
2021,2291,6.69,13.53
2021,2292,6.64,12.07
2021,2293,6.53,12.98
2021,2294,6.54,13.98
2021,2295,6.52,14.3
2021,2296,6.55,14.13
2021,2297,6.55,14.09
2021,2298,6.57,14.03
2021,2299,6.61,14.14
2021,2300,6.65,14.07
2021,2301,6.58,14.06
2021,2302,6.55,13.98
2021,2303,6.54,14.02
2021,2304,6.54,14.26
2021,2305,6.54,14.05
2021,2306,6.54,14.06
2021,2307,6.51,14.11
2021,2308,6.57,14.06
2021,2309,6.57,13.8
2021,2310,6.54,13.21
2021,2311,6.68,13.18
2021,2312,6.74,13.5
2021,2313,6.74,13.65
2021,2314,6.61,13.9
2021,2315,6.63,13.6
2021,2316,6.63,13.93
2021,2317,6.75,14.36
2021,2318,6.6,14.15
2021,2319,6.64,14.02
2021,2320,6.66,13.82
2021,2321,6.68,14.05
2021,2322,6.67,13.99
2021,2323,6.7,14
2021,2324,6.79,14.12
2021,2325,6.82,13.96
2021,2326,6.61,14.06
2021,2327,6.76,13.91
2021,2328,6.75,13.69
2021,2329,6.73,13.84
2021,2330,6.53,14.25
2021,2331,6.7,14.71
2021,2332,6.84,14.88
2021,2333,6.8,14.25
2021,2334,6.74,13.56
2021,2335,6.77,13.13
2021,2336,6.8,13.04
2021,2337,6.8,13.28
2021,2338,6.8,13.33
2021,2339,6.82,12.98
2021,2340,6.82,13.38
2021,2341,6.83,12.64
2021,2342,6.76,12.83
2021,2343,6.75,12.73
2021,2344,6.78,13.16
2021,2345,6.79,13.09
2021,2346,6.8,12.6
2021,2347,6.76,12.61
2021,2348,6.77,12.6
2021,2349,6.71,12.96
2021,2350,6.7,13.05
2021,2351,6.64,12.84
2021,2352,6.63,13.07
2021,2353,6.6,13.14
2021,2354,6.58,12.04
2021,2355,6.64,10.24
2021,2356,6.66,11.32
2021,2357,6.56,12.56
2021,2358,6.55,12.58
2021,2359,6.56,13.24
2021,2360,6.55,13.25
2021,2361,6.53,13.89
2021,2362,6.54,13.85
2021,2363,6.64,13.57
2021,2364,6.63,13.55
2021,2365,6.7,13.43
2021,2366,6.6,14.31
2021,2367,6.58,14.22
2021,2368,6.66,14.22
2021,2369,6.64,13.97
2021,2370,6.68,13.73
2021,2371,6.68,13.53
2021,2372,6.67,13.47
2021,2373,6.66,14.16
2021,2374,6.61,13.75
2021,2375,6.59,13.5
2021,2376,6.58,13.51
2021,2377,6.58,13.6
2021,2378,6.57,13.6
2021,2379,6.52,13.35
2021,2380,6.59,13.08
2021,2381,6.53,12.44
2021,2382,6.49,12.75
2021,2383,6.51,12.42
2021,2384,6.51,13.02
2021,2385,6.57,13.56
2021,2386,6.61,13.58
2021,2387,6.68,13.31
2021,2388,6.6,12.91
2021,2389,6.61,13.72
2021,2390,6.63,13.99
2021,2391,6.68,14.04
2021,2392,6.7,13.98
2021,2393,6.75,13.29
2021,2394,6.73,13.61
2021,2395,6.67,12.89
2021,2396,6.72,13.88
2021,2397,6.69,13.58
2021,2398,6.67,13.28
2021,2399,6.62,13.04
2021,2400,6.61,13.72
2021,2401,6.63,13.31
2021,2402,6.55,13.83
2021,2403,6.55,13.89
2021,2404,6.61,13.53
2021,2405,6.54,13.47
2021,2406,6.51,13.81
2021,2407,6.56,13.89
2021,2408,6.54,13.92
2021,2409,6.55,14.32
2021,2410,6.59,14.5
2021,2411,6.62,14.75
2021,2412,6.78,14.81
2021,2413,6.78,15.05
2021,2414,6.8,15.12
2021,2415,6.81,14.85
2021,2416,6.79,13.58
2021,2417,6.78,13.75
2021,2418,6.83,13.39
2021,2419,6.76,13.51
2021,2420,6.8,13.29
2021,2421,6.73,13.1
2021,2422,6.7,13.64
2021,2423,6.68,13.5
2021,2424,6.63,13.36
2021,2425,6.61,13.53
2021,2426,6.61,13.71
2021,2427,6.58,13.15
2021,2428,6.65,13.22
2021,2429,6.6,13.05
2021,2430,6.51,13.05
2021,2431,6.47,13.08
2021,2432,6.46,13.43
2021,2433,6.46,13.75
2021,2434,6.56,14.16
2021,2435,6.62,13.98
2021,2436,6.66,14.27
2021,2437,6.63,14.43
2021,2438,6.64,14.64
2021,2439,6.73,14.53
2021,2440,6.7,14.05
2021,2441,6.73,13.74
2021,2442,6.79,13.6
2021,2443,6.77,13.42
2021,2444,6.88,13.34
2021,2445,6.79,11.47
2021,2446,6.79,10.76
2021,2447,6.75,10.58
2021,2448,6.95,11.36
2021,2449,6.61,9.68
2021,2450,6.59,11.15
2021,2451,6.57,11.57
2021,2452,6.61,11.78
2021,2453,6.6,12.34
2021,2454,6.51,12.6
2021,2455,6.5,13.31
2021,2456,6.49,13.86
2021,2457,6.5,14.13
2021,2458,6.54,14.19
2021,2459,6.65,14.19
2021,2460,6.74,14.24
2021,2461,6.74,13.77
2021,2462,6.76,13.66
2021,2463,6.79,13.9
2021,2464,6.8,13.56
2021,2465,6.78,13.71
2021,2466,6.91,13.9
2021,2467,6.95,13.63
2021,2468,6.88,13.04
2021,2469,6.9,13.06
2021,2470,6.85,12.39
2021,2471,6.82,13.32
2021,2472,6.82,12.05
2021,2473,6.8,12.57
2021,2474,6.8,11.47
2021,2475,6.77,11.88
2021,2476,6.82,12.35
2021,2477,6.83,12.34
2021,2478,6.75,12.33
2021,2479,6.81,11.36
2021,2480,6.78,11.96
2021,2481,6.79,13.13
2021,2482,6.79,13.06
2021,2483,6.89,13
2021,2484,6.84,13.1
2021,2485,7.03,13.59
2021,2486,6.93,14.17
2021,2487,6.99,14.17
2021,2488,7.01,13.67
2021,2489,7,14.12
2021,2490,7.01,13.34
2021,2491,7.08,13.09
2021,2492,7.04,12.24
2021,2493,7.02,11.97
2021,2494,6.98,11.58
2021,2495,7,11.11
2021,2496,6.98,12.31
2021,2497,6.96,12.34
2021,2498,6.97,12.33
2021,2499,6.9,12.79
2021,2500,6.99,12.73
2021,2501,6.93,11.98
2021,2502,6.86,12.67
2021,2503,6.89,12.64
2021,2504,6.89,12.95
2021,2505,6.91,13.55
2021,2506,6.91,14.06
2021,2507,6.92,14.23
2021,2508,6.97,13.77
2021,2509,7,13.92
2021,2510,6.99,14.09
2021,2511,6.98,14.16
2021,2512,6.98,14.22
2021,2513,6.97,13.88
2021,2514,6.95,13.41
2021,2515,6.95,13.09
2021,2516,7.04,13.4
2021,2517,6.94,13.4
2021,2518,6.92,13.57
2021,2519,6.87,13.64
2021,2520,6.81,13.71
2021,2521,6.81,13.71
2021,2522,6.79,13.48
2021,2523,6.77,14.21
2021,2524,6.82,14.05
2021,2525,6.8,13.79
2021,2526,6.75,13.97
2021,2527,6.74,13.96
2021,2528,6.68,14.09
2021,2529,6.68,14.37
2021,2530,6.72,14.4
2021,2531,6.77,14.46
2021,2532,6.88,14.25
2021,2533,6.82,14.43
2021,2534,6.88,14.37
2021,2535,6.88,14.69
2021,2536,6.95,14.31
2021,2537,6.98,14.15
2021,2538,6.98,14.21
2021,2539,7.05,14.07
2021,2540,7.02,13.18
2021,2541,6.95,12.69
2021,2542,6.95,12.79
2021,2543,6.94,13.43
2021,2544,6.95,13.58
2021,2545,6.94,13.8
2021,2546,6.91,13.4
2021,2547,6.86,13.63
2021,2548,6.86,14.02
2021,2549,6.82,13.99
2021,2550,6.78,13.82
2021,2551,6.77,13.77
2021,2552,6.77,14.04
2021,2553,6.83,14.14
2021,2554,6.85,14.02
2021,2555,6.54,12.25
2021,2556,5.86,13.6
2021,2557,6.87,13.94
2021,2558,7.09,13.17
2021,2559,6.97,13.24
2021,2560,7.03,12.24
2021,2561,6.63,11.73
2021,2562,6.44,10.34
2021,2563,6.39,9.91
2021,2564,6.33,8.97
2021,2565,6.29,7.11
2021,2566,6.38,7.64
2021,2567,6.76,8.3
2021,2568,6.91,11.47
2021,2569,6.87,11.31
2021,2570,6.85,12.38
2021,2571,6.86,12.75
2021,2572,6.93,12.08
2021,2573,6.84,12.34
2021,2574,6.79,12.77
2021,2575,6.76,13.13
2021,2576,6.73,12.88
2021,2577,6.71,12.73
2021,2578,6.73,12.97
2021,2579,6.67,12.78
2021,2580,6.75,13.12
2021,2581,6.75,13.55
2021,2582,6.75,13.99
2021,2583,6.77,13.85
2021,2584,6.65,13.73
2021,2585,6.78,13.64
2021,2586,6.75,14.19
2021,2587,6.71,13.66
2021,2588,6.83,13.8
2021,2589,6.85,13.79
2021,2590,6.79,14.24
2021,2591,6.78,14.01
2021,2592,6.77,13.34
2021,2593,6.76,13.04
2021,2594,6.79,13.08
2021,2595,6.71,13.05
2021,2596,6.71,13.15
2021,2597,6.73,12.92
2021,2598,6.71,12.92
2021,2599,6.68,12.9
2021,2600,6.64,13.12
2021,2601,6.66,13.22
2021,2602,6.75,13.34
2021,2603,6.66,13.11
2021,2604,6.82,13.04
2021,2605,6.69,13.53
2021,2606,6.7,14.07
2021,2607,6.7,14.12
2021,2608,6.65,13.88
2021,2609,6.63,13.7
2021,2610,6.57,14.1
2021,2611,6.65,14.42
2021,2612,6.68,14.05
2021,2613,6.75,13.6
2021,2614,6.69,13.78
2021,2615,6.65,13.9
2021,2616,6.65,14.08
2021,2617,6.66,14.1
2021,2618,6.73,14.48
2021,2619,6.64,13.27
2021,2620,6.79,12.96
2021,2621,6.7,13.6
2021,2622,6.68,14.11
2021,2623,6.67,14.23
2021,2624,6.66,14.16
2021,2625,6.79,13.83
2021,2626,6.71,13.98
2021,2627,6.66,14.01
2021,2628,6.82,14.19
2021,2629,6.84,13.95
2021,2630,6.81,13.63
2021,2631,6.83,13.88
2021,2632,6.82,13.7
2021,2633,6.85,13.91
2021,2634,6.87,14.22
2021,2635,6.77,13.91
2021,2636,6.85,13.71
2021,2637,6.89,13.84
2021,2638,6.8,13.63
2021,2639,6.82,13.73
2021,2640,6.74,14.49
2021,2641,6.74,14.45
2021,2642,6.7,15.01
2021,2643,6.73,15.14
2021,2644,6.79,14.74
2021,2645,6.85,14.81
2021,2646,6.78,13.79
2021,2647,6.67,13.76
2021,2648,6.57,13.92
2021,2649,6.59,14
2021,2650,6.61,14.3
2021,2651,6.69,14.4
2021,2652,6.75,13.23
2021,2653,6.71,13.92
2021,2654,6.71,14.46
2021,2655,6.74,14.17
2021,2656,6.69,13.99
2021,2657,6.71,13.94
2021,2658,6.67,14.04
2021,2659,6.65,13.89
2021,2660,6.59,13.8
2021,2661,6.67,13.75
2021,2662,6.64,13.76
2021,2663,6.6,13.72
2021,2664,6.58,13.74
2021,2665,6.53,14.09
2021,2666,6.59,14.01
2021,2667,6.64,13.8
2021,2668,6.56,13.79
2021,2669,6.58,13.9
2021,2670,6.58,13.86
2021,2671,6.61,13.92
2021,2672,6.49,14.26
2021,2673,6.58,14.76
2021,2674,6.6,14.49
2021,2675,6.62,13.89
2021,2676,6.64,13.95
2021,2677,6.71,13.74
2021,2678,6.74,14.16
2021,2679,6.74,14.41
2021,2680,6.83,13.48
2021,2681,6.87,13.64
2021,2682,6.89,14.13
2021,2683,6.84,14.09
2021,2684,6.93,14.01
2021,2685,6.91,13.82
2021,2686,6.92,12.13
2021,2687,6.89,13.27
2021,2688,6.89,14.07
2021,2689,6.85,13.6
2021,2690,6.86,14.15
2021,2691,6.86,14.19
2021,2692,6.81,13.55
2021,2693,6.82,14.05
2021,2694,6.79,13.87
2021,2695,6.79,14.01
2021,2696,6.79,13.73
2021,2697,6.73,13.65
2021,2698,6.74,14.44
2021,2699,6.7,13.4
2021,2700,6.67,12.26
2021,2701,6.66,13.72
2021,2702,6.62,14.56
2021,2703,6.68,14.47
2021,2704,6.72,13.53
2021,2705,6.65,13.27
2021,2706,6.68,13.04
2021,2707,6.62,13.94
2021,2708,6.69,14.56
2021,2709,6.7,13.77
2021,2710,6.59,13.67
2021,2711,6.42,11.15
2021,2712,6.61,10.04
2021,2713,6.54,10.06
2021,2714,6.62,10.78
2021,2715,6.65,12.95
2021,2716,6.56,13.28
2021,2717,6.61,13.49
2021,2718,6.58,13.52
2021,2719,6.54,13.57
2021,2720,6.56,13.43
2021,2721,6.58,13.98
2021,2722,6.65,13.85
2021,2723,6.6,13.85
2021,2724,6.76,14.26
2021,2725,6.7,13.76
2021,2726,6.71,13.38
2021,2727,6.74,13.34
2021,2728,6.73,13.46
2021,2729,6.79,13.02
2021,2730,6.76,12.91
2021,2731,6.77,13.2
2021,2732,6.88,13.04
2021,2733,6.85,13.42
2021,2734,6.77,14.04
2021,2735,6.75,13.65
2021,2736,6.75,13.86
2021,2737,6.77,13.68
2021,2738,6.7,12.37
2021,2739,6.67,13.72
2021,2740,6.61,14
2021,2741,6.63,13.92
2021,2742,6.54,14.64
2021,2743,6.48,14.3
2021,2744,6.5,14.78
2021,2745,6.64,14.71
2021,2746,6.59,14.42
2021,2747,6.6,14.1
2021,2748,6.74,14.46
2021,2749,6.73,14.62
2021,2750,6.68,14.03
2021,2751,6.68,14.12
2021,2752,6.71,13.98
2021,2753,6.76,14.38
2021,2754,6.77,14.17
2021,2755,6.76,13.97
2021,2756,6.89,14.28
2021,2757,6.85,14.52
2021,2758,6.75,14.6
2021,2759,6.74,14.06
2021,2760,6.7,14.12
2021,2761,6.68,14.08
2021,2762,6.68,14.17
2021,2763,6.6,14.24
2021,2764,6.67,14.13
2021,2765,6.72,14.32
2021,2766,6.69,14.74
2021,2767,6.67,14.79
2021,2768,6.5,15.23
2021,2769,6.71,15.28
2021,2770,6.71,15.49
2021,2771,6.73,14.53
2021,2772,6.8,14.04
2021,2773,6.79,13.64
2021,2774,6.74,14.03
2021,2775,6.78,14.02
2021,2776,6.79,14.2
2021,2777,6.88,14.32
2021,2778,6.87,14.38
2021,2779,6.81,13.94
2021,2780,6.84,13.94
2021,2781,6.82,13.56
2021,2782,6.82,13.85
2021,2783,6.77,13
2021,2784,6.75,13.31
2021,2785,6.67,13.48
2021,2786,6.62,13.51
2021,2787,6.59,13.36
2021,2788,6.71,13.36
2021,2789,6.61,13.69
2021,2790,6.57,13.76
2021,2791,6.56,13.8
2021,2792,6.52,15.06
2021,2793,6.54,14.79
2021,2794,6.57,14.61
2021,2795,6.65,14.14
2021,2796,6.65,14.03
2021,2797,6.79,14.95
2021,2798,6.78,12.88
2021,2799,6.79,13.91
2021,2800,6.81,14.04
2021,2801,6.81,12.86
2021,2802,6.9,11.85
2021,2803,6.85,12.08
2021,2804,6.92,13.03
2021,2805,6.86,10.74
2021,2806,6.84,11.68
2021,2807,6.78,12.81
2021,2808,6.79,11.88
2021,2809,6.77,12.66
2021,2810,6.77,13.33
2021,2811,6.82,12.96
2021,2812,6.8,13.23
2021,2813,6.74,13.27
2021,2814,6.76,13.28
2021,2815,6.72,13.64
2021,2816,6.65,14.12
2021,2817,6.66,13.75
2021,2818,6.72,13.73
2021,2819,6.83,14.18
2021,2820,6.94,14.12
2021,2821,6.9,13.93
2021,2822,6.85,13.84
2021,2823,6.87,14.08
2021,2824,6.91,14.36
2021,2825,6.94,13.92
2021,2826,6.94,14.14
2021,2827,6.92,13.52
2021,2828,6.84,12.35
2021,2829,6.76,11.43
2021,2830,6.99,11.07
2021,2831,7.17,12.86
2021,2832,7.11,13.33
2021,2833,7.08,12.65
2021,2834,7,13.53
2021,2835,7.01,13.12
2021,2836,6.99,12.95
2021,2837,6.94,13.36
2021,2838,6.9,12.96
2021,2839,6.88,13.26
2021,2840,6.84,14.06
2021,2841,6.52,14.28
2021,2842,6.27,13.72
2021,2843,6.5,11.7
2021,2844,6.34,10.69
2021,2845,6.29,11.11
2021,2846,6.47,11.63
2021,2847,6.81,12.08
2021,2848,6.84,12.66
2021,2849,6.74,12.37
2021,2850,6.83,13.42
2021,2851,6.89,12.19
2021,2852,7.01,11.94
2021,2853,6.99,12.19
2021,2854,6.96,12.43
2021,2855,6.94,12.62
2021,2856,6.92,12.1
2021,2857,6.87,12.35
2021,2858,6.86,10.54
2021,2859,6.87,12.15
2021,2860,6.85,11.86
2021,2861,6.82,11.89
2021,2862,6.77,12.43
2021,2863,6.75,11.82
2021,2864,6.76,12.98
2021,2865,6.75,14.01
2021,2866,6.72,14.67
2021,2867,6.76,14
2021,2868,6.87,14.22
2021,2869,7.02,13.26
2021,2870,7,13.31
2021,2871,6.98,13.48
2021,2872,6.97,12.11
2021,2873,7,13.55
2021,2874,7.03,13.29
2021,2875,7.05,12.84
2021,2876,7.04,12.72
2021,2877,7.04,11
2021,2878,7.04,11.74
2021,2879,6.99,10.19
2021,2880,6.94,11.06
2021,2881,6.98,12.07
2021,2882,6.95,11.95
2021,2883,6.94,12.38
2021,2884,6.94,12.2
2021,2885,6.96,12.65
2021,2886,6.95,13.63
2021,2887,6.91,13.52
2021,2888,6.9,14.06
2021,2889,6.88,14.61
2021,2890,6.91,14.03
2021,2891,6.97,13.91
2021,2892,6.96,13.4
2021,2893,6.95,13.73
2021,2894,6.97,14.43
2021,2895,7.01,13.83
2021,2896,7.02,13.57
2021,2897,7.04,13.13
2021,2898,7.03,12.79
2021,2899,7.01,11.09
2021,2900,7.02,12.46
2021,2901,6.96,11.29
2021,2902,6.97,11.5
2021,2903,7,11.99
2021,2904,7.02,12.85
2021,2905,7,12.89
2021,2906,7.03,12.73
2021,2907,6.98,13.04
2021,2908,6.99,12.67
2021,2909,6.97,12.85
2021,2910,6.95,13.09
2021,2911,6.93,12.56
2021,2912,6.93,12.81
2021,2913,6.93,14.07
2021,2914,6.93,13.54
2021,2915,6.9,13.48
2021,2916,7.11,12.93
2021,2917,7.05,12.77
2021,2918,7.07,12.92
2021,2919,7.06,13.36
2021,2920,7.04,13.65
2021,2921,7.07,11.61
2021,2922,7.06,12.87
2021,2923,7.09,12.25
2021,2924,7.07,11.24
2021,2925,7.12,10.91
2021,2926,7.09,11.73
2021,2927,7.09,11.28
2021,2928,7.04,12.75
2021,2929,7.03,11.59
2021,2930,6.99,12.14
2021,2931,6.99,12.41
2021,2932,6.97,12.63
2021,2933,6.92,12.38
2021,2934,6.86,13.22
2021,2935,6.89,13.12
2021,2936,7.04,12.19
2021,2937,6.88,12.51
2021,2938,6.85,13.84
2021,2939,6.9,13.91
2021,2940,6.86,14.12
2021,2941,6.94,14.27
2021,2942,6.97,13.26
2021,2943,6.95,14.24
2021,2944,7.03,15.04
2021,2945,7.01,14.78
2021,2946,7.17,13.91
2021,2947,6.96,13.49
2021,2948,6.91,13.65
2021,2949,6.99,13.35
2021,2950,6.85,13.7
2021,2951,6.85,13.58
2021,2952,6.83,13.36
2021,2953,6.87,13.78
2021,2954,6.75,14.26
2021,2955,6.67,14.07
2021,2956,6.75,14.07
2021,2957,6.7,13.72
2021,2958,6.69,13.1
2021,2959,6.65,13.56
2021,2960,6.63,14.11
2021,2961,6.65,14.36
2021,2962,6.73,14.46
2021,2963,6.8,14.9
2021,2964,6.75,15.37
2021,2965,6.8,15.36
2021,2966,6.9,16.17
2021,2967,6.72,15.55
2021,2968,6.98,15.88
2021,2969,6.99,16.05
2021,2970,6.98,16.38
2021,2971,6.85,15.41
2021,2972,6.86,15.09
2021,2973,7.02,15.23
2021,2974,6.99,13.9
2021,2975,6.91,13.41
2021,2976,6.86,14.03
2021,2977,6.77,13.42
2021,2978,6.81,13.59
2021,2979,6.85,13.52
2021,2980,6.82,13.7
2021,2981,6.79,13.57
2021,2982,6.72,13.56
2021,2983,6.71,14.12
2021,2984,6.69,14.16
2021,2985,6.72,14.05
2021,2986,6.73,14.38
2021,2987,6.84,14.37
2021,2988,6.88,14.48
2021,2989,6.86,14.84
2021,2990,6.88,14.49
2021,2991,6.92,14.29
2021,2992,6.98,13.92
2021,2993,6.99,13.99
2021,2994,7.01,15.24
2021,2995,7.02,14.44
2021,2996,7.04,14.35
2021,2997,7.05,13.14
2021,2998,7.02,13.72
2021,2999,6.99,13.36
2021,3000,6.94,13.67
2021,3001,6.89,14.19
2021,3002,6.85,13.75
2021,3003,6.75,13.78
2021,3004,6.77,13.18
2021,3005,6.76,13.38
2021,3006,6.73,13.54
2021,3007,6.69,13.99
2021,3008,6.69,14.19
2021,3009,6.86,14.24
2021,3010,6.81,14.43
2021,3011,6.92,15.12
2021,3012,6.98,15.16
2021,3013,7.04,14.92
2021,3014,7.06,15
2021,3015,7.1,14.56
2021,3016,7.09,13.82
2021,3017,7.08,13.77
2021,3018,7.1,14.71
2021,3019,7.07,13.22
2021,3020,7.11,12.8
2021,3021,7.18,12.51
2021,3022,7.11,12.87
2021,3023,7.08,12.65
2021,3024,7.01,12.96
2021,3025,6.98,12.9
2021,3026,6.95,12.67
2021,3027,6.9,12.89
2021,3028,6.93,12.37
2021,3029,7.03,12.02
2021,3030,6.98,11.42
2021,3031,6.95,13.52
2021,3032,6.94,13.84
2021,3033,6.95,14.39
2021,3034,7.05,14.5
2021,3035,7.03,14.37
2021,3036,6.88,14.3
2021,3037,6.9,14.44
2021,3038,6.93,14.28
2021,3039,6.92,12.81
2021,3040,6.95,13.09
2021,3041,6.94,12.84
2021,3042,6.99,13.35
2021,3043,7.01,11.82
2021,3044,7.05,12.62
2021,3045,7.02,12.63
2021,3046,6.96,12.9
2021,3047,6.92,12.87
2021,3048,6.88,12.78
2021,3049,6.89,13.13
2021,3050,6.9,13.25
2021,3051,6.85,12.73
2021,3052,6.89,12.87
2021,3053,6.94,12.82
2021,3054,6.9,13.17
2021,3055,6.92,13.09
2021,3056,7.28,13.32
2021,3057,6.95,13.16
2021,3058,6.9,13.96
2021,3059,6.68,13.01
2021,3060,6.89,12.62
2021,3061,6.9,13.09
2021,3062,6.87,12.27
2021,3063,6.88,12.9
2021,3064,6.92,13.73
2021,3065,6.93,12.87
2021,3066,6.93,13.04
2021,3067,6.96,13.5
2021,3068,6.85,13.1
2021,3069,6.85,13.21
2021,3070,6.78,12.61
2021,3071,6.76,12.94
2021,3072,6.69,13.22
2021,3073,6.74,12.99
2021,3074,6.72,12.84
2021,3075,6.71,13.37
2021,3076,6.68,12.91
2021,3077,6.66,13.26
2021,3078,6.59,13.13
2021,3079,6.59,13.04
2021,3080,6.59,13.2
2021,3081,6.63,13.55
2021,3082,6.64,14.06
2021,3083,6.75,13.44
2021,3084,6.7,13.05
2021,3085,6.68,13.11
2021,3086,6.7,13.36
2021,3087,6.84,13.31
2021,3088,6.89,13.32
2021,3089,6.9,13.78
2021,3090,6.92,13.5
2021,3091,6.95,13.04
2021,3092,6.97,12.53
2021,3093,6.99,11.76
2021,3094,6.96,11.35
2021,3095,6.84,13.16
2021,3096,6.92,13.21
2021,3097,6.88,13.15
2021,3098,6.78,13.09
2021,3099,6.87,12.78
2021,3100,6.86,12.54
2021,3101,6.83,12.65
2021,3102,6.83,12.55
2021,3103,6.91,13.17
2021,3104,6.95,13.81
2021,3105,6.93,13.91
2021,3106,7,13.84
2021,3107,7,13.58
2021,3108,7.05,13.44
2021,3109,7.05,13.72
2021,3110,6.97,13.88
2021,3111,6.89,11.75
2021,3112,6.87,12.8
2021,3113,6.95,13.13
2021,3114,6.97,13.2
2021,3115,6.99,11.45
2021,3116,6.99,11.87
2021,3117,7.05,12.95
2021,3118,6.98,12.41
2021,3119,6.96,12.4
2021,3120,6.93,12.54
2021,3121,6.93,12.66
2021,3122,6.92,12.37
2021,3123,6.85,13.5
2021,3124,6.82,12.58
2021,3125,6.86,11.73
2021,3126,6.88,10.99
2021,3127,6.73,9.84
2021,3128,6.79,13.41
2021,3129,6.79,12.3
2021,3130,6.82,12.67
2021,3131,6.85,13.08
2021,3132,6.92,13.39
2021,3133,6.92,13.76
2021,3134,6.51,12.94
2021,3135,6.35,12.48
2021,3136,6.39,13.64
2021,3137,6.42,12.52
2021,3138,6.41,12.7
2021,3139,6.38,12.07
2021,3140,6.62,11.77
2021,3141,7.09,11.11
2021,3142,7.01,11.44
2021,3143,6.93,12.54
2021,3144,6.86,11.93
2021,3145,6.91,11.62
2021,3146,6.88,12.38
2021,3147,6.8,11.76
2021,3148,6.82,12.07
2021,3149,6.79,12.57
2021,3150,6.72,12.28
2021,3151,6.67,12.26
2021,3152,6.71,13.26
2021,3153,6.73,13.66
2021,3154,6.75,13.59
2021,3155,6.79,13.83
2021,3156,6.92,13.94
2021,3157,6.88,13.44
2021,3158,6.88,13.63
2021,3159,6.89,13.5
2021,3160,6.92,13.18
2021,3161,6.94,13.79
2021,3162,6.44,13.47
2021,3163,6.4,12.51
2021,3164,6.27,12.51
2021,3165,6.17,11.98
2021,3166,6.12,12.13
2021,3167,6.29,12.37
2021,3168,6.72,11.75
2021,3169,6.63,13.12
2021,3170,6.54,11.8
2021,3171,6.69,12.11
2021,3172,6.77,12.17
2021,3173,6.72,11.89
2021,3174,6.66,12.23
2021,3175,6.64,12.94
2021,3176,6.64,13.86
2021,3177,6.73,14.1
2021,3178,6.75,13.14
2021,3179,6.75,13.48
2021,3180,6.8,13.78
2021,3181,6.82,13.48
2021,3182,6.87,13.24
2021,3183,6.92,12.94
2021,3184,6.95,13.03
2021,3185,6.98,13.3
2021,3186,7.02,13.81
2021,3187,6.99,12.44
2021,3188,7.05,11.47
2021,3189,7.03,10.29
2021,3190,7,11.88
2021,3191,6.94,12.04
2021,3192,6.9,12.23
2021,3193,6.86,12.57
2021,3194,6.81,12.53
2021,3195,6.71,11.9
2021,3196,6.78,12.2
2021,3197,6.74,12.68
2021,3198,6.73,12.85
2021,3199,6.72,13.01
2021,3200,6.72,13.24
2021,3201,6.76,13.55
2021,3202,6.85,14.11
2021,3203,6.86,13.99
2021,3204,6.9,13.73
2021,3205,6.97,14.47
2021,3206,6.97,14.18
2021,3207,6.98,13.92
2021,3208,6.98,12.81
2021,3209,7,13.34
2021,3210,7.01,14.28
2021,3211,7.01,13.24
2021,3212,7.06,13.95
2021,3213,6.98,11.53
2021,3214,7.05,12.06
2021,3215,7.02,10.51
2021,3216,6.98,11.83
